Umur,Jenis_Kelamin,Penghasilan,Pendidikan,Frekuensi_Liburan,Preferensi_Aktivitas,Anggaran_Liburan,Lokasi,Jarak_ke_Gunung,Jarak_ke_Pantai,Musim_Favorit,Hewan_Peliharaan,Sensitivitas_Lingkungan,Preferensi_Liburan
65,Perempuan,95946,Sarjana,4,Renang,1219,Perkotaan,97,123,Gugur,0,0,Pantai
21,Perempuan,118753,SMA/Setingkat,9,Renang,3264,Perkotaan,193,191,Dingin,1,0,Pantai
47,Laki-Laki,110478,Doktor,3,Berjemur,1795,Pedesaan,20,70,Dingin,0,0,Pantai
28,Non-Biner,20310,Sarjana,3,Renang,4344,Pedesaan,176,35,Dingin,0,1,Pantai
47,Non-Biner,57540,Doktor,6,Berjemur,1715,Pedesaan,125,57,Dingin,1,0,Pantai
48,Perempuan,34539,Doktor,7,Ski,4836,Pinggiran Kota,115,179,Semi,0,0,Gunung
41,Perempuan,68624,Sarjana,7,Ski,1232,Pedesaan,91,100,Gugur,1,0,Gunung
26,Laki-Laki,107311,Magister,6,Berjemur,3266,Pedesaan,80,158,Semi,1,0,Pantai
20,Non-Biner,81200,Doktor,3,Mendaki Gunung,3776,Perkotaan,284,299,Dingin,0,0,Gunung
68,Laki-Laki,70654,SMA/Setingkat,9,Ski,2808,Pedesaan,129,226,Gugur,1,0,Gunung
48,Laki-Laki,77594,Sarjana,0,Renang,3483,Perkotaan,35,274,Gugur,0,0,Pantai
57,Non-Biner,85790,Magister,2,Ski,1066,Pedesaan,173,186,Gugur,0,1,Gunung
54,Non-Biner,97952,Magister,4,Renang,1755,Pinggiran Kota,195,233,Semi,0,0,Pantai
53,Perempuan,69665,Sarjana,7,Ski,3806,Pedesaan,58,237,Panas,0,1,Gunung
41,Non-Biner,36734,Magister,1,Renang,4665,Pedesaan,260,184,Panas,1,1,Pantai
48,Laki-Laki,67187,Magister,4,Ski,4128,Pinggiran Kota,39,215,Dingin,0,1,Gunung
23,Laki-Laki,52100,SMA/Setingkat,8,Renang,3097,Pinggiran Kota,74,30,Semi,0,1,Pantai
19,Non-Biner,31386,Doktor,5,Ski,4208,Pinggiran Kota,293,207,Dingin,1,0,Pantai
37,Laki-Laki,56512,Magister,3,Mendaki Gunung,1461,Pedesaan,63,127,Panas,0,0,Gunung
45,Non-Biner,81324,SMA/Setingkat,3,Renang,2832,Pinggiran Kota,244,71,Semi,1,0,Pantai
28,Perempuan,113344,SMA/Setingkat,5,Ski,810,Pedesaan,261,291,Gugur,1,0,Gunung
21,Perempuan,30754,Doktor,7,Mendaki Gunung,4695,Pinggiran Kota,226,204,Dingin,1,1,Pantai
32,Non-Biner,66820,Sarjana,1,Ski,2135,Pedesaan,41,173,Dingin,0,0,Gunung
23,Laki-Laki,95323,Sarjana,6,Ski,3141,Pinggiran Kota,80,136,Gugur,0,1,Gunung
66,Non-Biner,100338,Doktor,1,Renang,4849,Pinggiran Kota,209,35,Semi,1,0,Pantai
47,Non-Biner,111819,Magister,3,Renang,4364,Pedesaan,162,282,Gugur,1,0,Pantai
55,Perempuan,47001,Magister,0,Renang,661,Pinggiran Kota,112,232,Panas,0,1,Pantai
68,Non-Biner,50175,Doktor,6,Ski,3849,Pinggiran Kota,125,19,Gugur,1,0,Pantai
19,Perempuan,82596,SMA/Setingkat,4,Renang,4226,Pedesaan,281,104,Gugur,0,1,Pantai
32,Perempuan,94670,Doktor,2,Berjemur,2474,Pinggiran Kota,86,43,Gugur,0,0,Pantai
28,Non-Biner,41034,Sarjana,8,Mendaki Gunung,3158,Perkotaan,292,212,Gugur,0,1,Pantai
25,Non-Biner,26958,SMA/Setingkat,8,Mendaki Gunung,1268,Perkotaan,146,51,Semi,1,1,Pantai
43,Non-Biner,74500,Sarjana,1,Renang,1378,Pinggiran Kota,10,107,Panas,0,0,Pantai
68,Non-Biner,116773,Sarjana,9,Mendaki Gunung,4264,Pinggiran Kota,143,176,Semi,0,0,Gunung
62,Perempuan,41691,SMA/Setingkat,4,Renang,2729,Pedesaan,295,122,Dingin,0,1,Pantai
61,Non-Biner,56772,Doktor,3,Mendaki Gunung,3111,Perkotaan,120,100,Gugur,1,0,Pantai
22,Perempuan,48620,Sarjana,3,Ski,3644,Perkotaan,243,221,Dingin,1,0,Pantai
23,Perempuan,101269,Sarjana,1,Berjemur,3411,Pinggiran Kota,248,252,Panas,0,0,Pantai
43,Laki-Laki,68587,Doktor,7,Mendaki Gunung,4369,Pedesaan,80,266,Panas,1,1,Gunung
21,Perempuan,40253,Magister,6,Renang,3471,Perkotaan,106,283,Gugur,1,1,Pantai
36,Laki-Laki,59012,Magister,6,Berjemur,3522,Pedesaan,235,144,Panas,0,1,Pantai
37,Non-Biner,62877,Doktor,0,Mendaki Gunung,3986,Pinggiran Kota,246,142,Semi,1,1,Pantai
50,Laki-Laki,38569,Doktor,7,Ski,3180,Pedesaan,248,42,Gugur,0,0,Pantai
37,Non-Biner,106683,Doktor,8,Ski,4979,Pedesaan,108,54,Dingin,1,1,Pantai
66,Perempuan,87845,Magister,4,Mendaki Gunung,2486,Perkotaan,282,40,Gugur,1,0,Pantai
29,Laki-Laki,34615,Sarjana,7,Mendaki Gunung,2745,Pinggiran Kota,147,189,Gugur,1,1,Gunung
64,Non-Biner,78931,SMA/Setingkat,6,Renang,2787,Perkotaan,8,165,Panas,1,1,Pantai
18,Non-Biner,78449,SMA/Setingkat,7,Berjemur,4671,Pedesaan,108,275,Dingin,0,0,Pantai
43,Laki-Laki,49100,SMA/Setingkat,8,Mendaki Gunung,2393,Pinggiran Kota,298,148,Panas,0,0,Pantai
31,Laki-Laki,97173,SMA/Setingkat,4,Renang,1202,Pedesaan,292,13,Panas,0,1,Pantai
55,Non-Biner,40950,Doktor,6,Mendaki Gunung,2694,Perkotaan,127,260,Semi,1,1,Gunung
54,Non-Biner,28131,Magister,2,Mendaki Gunung,3387,Pedesaan,85,244,Dingin,0,0,Gunung
28,Perempuan,74028,Sarjana,8,Ski,4102,Perkotaan,49,133,Gugur,0,0,Gunung
53,Non-Biner,61930,Doktor,9,Berjemur,990,Perkotaan,283,132,Gugur,0,1,Pantai
30,Laki-Laki,77930,Magister,4,Berjemur,3016,Perkotaan,144,94,Semi,1,0,Pantai
60,Non-Biner,75442,SMA/Setingkat,8,Ski,3531,Pedesaan,144,105,Gugur,0,0,Pantai
20,Non-Biner,75456,SMA/Setingkat,1,Mendaki Gunung,969,Perkotaan,296,144,Semi,1,1,Pantai
50,Laki-Laki,69869,SMA/Setingkat,5,Renang,3095,Pinggiran Kota,19,238,Dingin,0,1,Pantai
23,Perempuan,54060,Doktor,3,Ski,1433,Perkotaan,29,265,Semi,0,0,Gunung
67,Non-Biner,33574,Doktor,3,Mendaki Gunung,4112,Pinggiran Kota,158,139,Semi,0,1,Pantai
27,Laki-Laki,111936,Magister,5,Berjemur,3833,Perkotaan,79,94,Semi,1,0,Pantai
22,Laki-Laki,76479,Sarjana,5,Renang,4195,Pedesaan,41,142,Dingin,0,0,Pantai
40,Laki-Laki,75852,Doktor,3,Renang,1486,Perkotaan,127,226,Panas,0,0,Pantai
27,Laki-Laki,42839,SMA/Setingkat,6,Ski,514,Pedesaan,68,254,Dingin,1,1,Gunung
61,Perempuan,114436,Sarjana,9,Mendaki Gunung,630,Perkotaan,43,115,Gugur,0,1,Gunung
19,Laki-Laki,48615,Sarjana,4,Mendaki Gunung,595,Perkotaan,9,183,Gugur,0,0,Gunung
30,Non-Biner,109389,Magister,1,Renang,2037,Pedesaan,195,218,Gugur,0,1,Pantai
57,Perempuan,75009,Magister,9,Berjemur,2349,Perkotaan,203,203,Semi,0,0,Pantai
19,Laki-Laki,56626,Sarjana,3,Mendaki Gunung,2296,Perkotaan,248,34,Dingin,1,1,Pantai
37,Non-Biner,21123,Sarjana,7,Mendaki Gunung,4339,Pinggiran Kota,79,15,Panas,0,1,Pantai
18,Perempuan,114625,Magister,3,Ski,687,Perkotaan,204,119,Dingin,1,1,Pantai
54,Non-Biner,94942,Doktor,6,Renang,2844,Perkotaan,184,6,Dingin,0,1,Pantai
26,Perempuan,34405,Sarjana,8,Berjemur,4581,Pinggiran Kota,160,181,Dingin,1,0,Pantai
34,Laki-Laki,55578,Sarjana,0,Ski,1878,Perkotaan,194,250,Semi,1,1,Gunung
26,Non-Biner,31775,Sarjana,5,Ski,4184,Pinggiran Kota,56,164,Semi,0,1,Gunung
28,Laki-Laki,81308,SMA/Setingkat,0,Ski,3868,Pedesaan,224,134,Semi,0,0,Pantai
32,Perempuan,35094,SMA/Setingkat,2,Berjemur,3648,Pinggiran Kota,164,26,Gugur,0,1,Pantai
41,Laki-Laki,103761,Doktor,0,Renang,4705,Pinggiran Kota,203,210,Semi,0,0,Pantai
55,Laki-Laki,61792,Magister,6,Mendaki Gunung,1412,Perkotaan,270,44,Semi,1,0,Pantai
52,Non-Biner,26444,Doktor,1,Mendaki Gunung,3614,Perkotaan,101,258,Panas,1,1,Gunung
47,Laki-Laki,33390,Doktor,7,Renang,1767,Pedesaan,258,200,Dingin,0,1,Pantai
48,Laki-Laki,26984,Doktor,7,Ski,1783,Perkotaan,189,11,Dingin,1,0,Pantai
66,Laki-Laki,99094,SMA/Setingkat,8,Renang,4630,Pinggiran Kota,88,122,Semi,0,0,Pantai
22,Perempuan,108380,Magister,0,Berjemur,1080,Pedesaan,39,79,Dingin,0,0,Pantai
61,Non-Biner,117722,Magister,9,Mendaki Gunung,2568,Pinggiran Kota,274,31,Panas,0,0,Pantai
67,Non-Biner,65185,Doktor,7,Berjemur,2832,Perkotaan,167,249,Semi,1,0,Pantai
31,Laki-Laki,107197,Doktor,8,Mendaki Gunung,4858,Pedesaan,63,94,Semi,1,1,Gunung
28,Non-Biner,39629,Sarjana,6,Berjemur,2046,Perkotaan,256,90,Gugur,1,0,Pantai
26,Perempuan,102678,Magister,7,Mendaki Gunung,2793,Perkotaan,139,293,Dingin,0,0,Gunung
51,Perempuan,40547,SMA/Setingkat,7,Mendaki Gunung,2057,Pedesaan,27,240,Dingin,1,1,Gunung
29,Laki-Laki,30386,SMA/Setingkat,9,Ski,2708,Pinggiran Kota,212,170,Panas,0,1,Pantai
52,Laki-Laki,30707,Doktor,1,Renang,2773,Perkotaan,266,16,Semi,1,0,Pantai
52,Perempuan,30244,Magister,8,Ski,1727,Pedesaan,299,240,Panas,1,0,Pantai
18,Perempuan,49256,SMA/Setingkat,8,Renang,1771,Perkotaan,277,52,Panas,0,0,Pantai
57,Perempuan,44120,Sarjana,3,Ski,2248,Perkotaan,218,44,Semi,0,1,Pantai
39,Laki-Laki,94174,Sarjana,5,Renang,4435,Pinggiran Kota,210,290,Dingin,1,0,Pantai
46,Perempuan,30608,Sarjana,6,Berjemur,4879,Pedesaan,51,240,Gugur,0,1,Pantai
25,Laki-Laki,50778,Doktor,4,Berjemur,3270,Pedesaan,65,260,Gugur,1,1,Pantai
28,Perempuan,20122,Magister,9,Berjemur,3333,Pedesaan,113,214,Gugur,0,1,Pantai
58,Perempuan,84079,SMA/Setingkat,5,Berjemur,4312,Pinggiran Kota,175,221,Semi,1,0,Pantai
54,Non-Biner,40858,Magister,3,Ski,1131,Pedesaan,104,148,Dingin,1,0,Gunung
31,Perempuan,58640,SMA/Setingkat,1,Renang,2228,Perkotaan,261,267,Gugur,0,0,Pantai
47,Laki-Laki,72819,Doktor,1,Ski,605,Pinggiran Kota,69,96,Panas,0,0,Gunung
52,Perempuan,99833,Magister,1,Berjemur,717,Pinggiran Kota,273,57,Gugur,0,1,Pantai
38,Non-Biner,80518,SMA/Setingkat,2,Mendaki Gunung,1825,Pinggiran Kota,266,99,Dingin,0,0,Pantai
54,Perempuan,80064,Magister,4,Mendaki Gunung,1766,Perkotaan,293,44,Semi,0,1,Pantai
22,Perempuan,91307,Sarjana,7,Ski,3628,Pedesaan,218,75,Dingin,0,1,Pantai
36,Perempuan,35252,Magister,6,Berjemur,783,Pedesaan,214,147,Panas,0,0,Pantai
31,Laki-Laki,26649,Doktor,9,Mendaki Gunung,1719,Pedesaan,99,97,Semi,0,0,Pantai
43,Perempuan,77207,SMA/Setingkat,5,Mendaki Gunung,3081,Pinggiran Kota,230,136,Semi,0,0,Pantai
21,Perempuan,43190,SMA/Setingkat,3,Mendaki Gunung,2611,Perkotaan,201,277,Gugur,1,1,Gunung
42,Perempuan,106419,Magister,1,Mendaki Gunung,4550,Perkotaan,204,7,Panas,0,0,Pantai
62,Non-Biner,90614,Doktor,9,Mendaki Gunung,2113,Perkotaan,98,192,Gugur,1,0,Gunung
59,Laki-Laki,32848,Magister,9,Ski,1021,Perkotaan,298,9,Panas,1,1,Pantai
42,Laki-Laki,35022,Doktor,8,Mendaki Gunung,4683,Pedesaan,119,27,Gugur,1,1,Pantai
35,Non-Biner,68197,Doktor,3,Mendaki Gunung,2705,Pedesaan,44,238,Semi,1,0,Gunung
57,Laki-Laki,108318,SMA/Setingkat,1,Ski,1761,Pinggiran Kota,87,129,Dingin,1,1,Gunung
25,Non-Biner,69452,Sarjana,0,Ski,4710,Pedesaan,213,77,Gugur,1,0,Pantai
56,Perempuan,70678,Magister,5,Mendaki Gunung,3896,Pedesaan,293,246,Semi,1,1,Pantai
57,Laki-Laki,99051,SMA/Setingkat,6,Renang,4366,Pedesaan,77,134,Gugur,0,0,Pantai
31,Perempuan,41666,Magister,6,Ski,2393,Pinggiran Kota,149,291,Panas,1,1,Gunung
49,Perempuan,60775,Sarjana,4,Renang,1854,Pedesaan,47,290,Gugur,1,0,Pantai
68,Laki-Laki,113047,SMA/Setingkat,6,Renang,2561,Pinggiran Kota,260,190,Gugur,0,0,Pantai
55,Perempuan,37783,Doktor,4,Renang,3340,Pinggiran Kota,210,92,Semi,1,0,Pantai
50,Perempuan,75450,Doktor,6,Ski,2825,Pinggiran Kota,224,137,Panas,1,0,Pantai
40,Non-Biner,76783,SMA/Setingkat,4,Mendaki Gunung,2184,Perkotaan,49,261,Semi,1,0,Gunung
32,Laki-Laki,112462,SMA/Setingkat,7,Berjemur,4980,Pinggiran Kota,260,258,Semi,0,1,Pantai
50,Perempuan,89876,Doktor,0,Mendaki Gunung,4426,Perkotaan,5,0,Semi,0,1,Pantai
42,Non-Biner,29244,Doktor,1,Mendaki Gunung,1501,Perkotaan,207,285,Gugur,0,0,Gunung
34,Laki-Laki,24294,Magister,6,Renang,3316,Pedesaan,260,31,Semi,1,0,Pantai
50,Perempuan,99924,SMA/Setingkat,0,Berjemur,2724,Perkotaan,182,96,Dingin,0,1,Pantai
64,Perempuan,111228,SMA/Setingkat,6,Renang,3617,Perkotaan,104,138,Gugur,1,1,Pantai
19,Perempuan,92119,SMA/Setingkat,8,Ski,1801,Perkotaan,28,152,Semi,0,1,Gunung
31,Perempuan,105208,SMA/Setingkat,2,Mendaki Gunung,4947,Perkotaan,189,261,Gugur,0,1,Gunung
57,Perempuan,65354,SMA/Setingkat,8,Berjemur,4050,Pinggiran Kota,255,265,Dingin,0,1,Pantai
57,Laki-Laki,44163,Doktor,4,Mendaki Gunung,668,Perkotaan,237,27,Dingin,1,1,Pantai
68,Laki-Laki,57999,Magister,5,Mendaki Gunung,3718,Pedesaan,156,216,Gugur,0,1,Gunung
56,Non-Biner,68771,Doktor,7,Mendaki Gunung,1985,Pedesaan,118,78,Gugur,0,0,Pantai
68,Non-Biner,37855,Sarjana,0,Ski,4916,Perkotaan,270,267,Dingin,0,0,Pantai
23,Non-Biner,57846,Sarjana,4,Renang,3372,Pinggiran Kota,278,135,Gugur,1,1,Pantai
23,Laki-Laki,97462,Doktor,4,Mendaki Gunung,4075,Pinggiran Kota,229,251,Gugur,0,0,Gunung
20,Laki-Laki,54077,Sarjana,9,Mendaki Gunung,1787,Pedesaan,134,176,Panas,1,0,Gunung
24,Laki-Laki,83530,Doktor,7,Berjemur,2038,Pinggiran Kota,50,6,Dingin,0,1,Pantai
68,Perempuan,107255,SMA/Setingkat,3,Renang,3208,Perkotaan,137,107,Panas,1,1,Pantai
25,Laki-Laki,67919,Doktor,8,Ski,4424,Pedesaan,2,25,Semi,1,1,Gunung
59,Laki-Laki,57839,Doktor,4,Renang,4594,Perkotaan,36,44,Gugur,1,1,Pantai
69,Perempuan,49782,Magister,6,Berjemur,1416,Perkotaan,167,222,Dingin,1,1,Pantai
32,Non-Biner,113925,Sarjana,7,Renang,4629,Pedesaan,1,249,Panas,1,1,Pantai
64,Non-Biner,41621,Doktor,9,Berjemur,888,Pinggiran Kota,205,41,Dingin,0,0,Pantai
46,Non-Biner,32009,Magister,5,Renang,4196,Perkotaan,139,119,Panas,1,0,Pantai
50,Perempuan,95794,SMA/Setingkat,2,Berjemur,4815,Pinggiran Kota,37,296,Semi,1,1,Pantai
69,Perempuan,56915,SMA/Setingkat,9,Mendaki Gunung,4108,Pinggiran Kota,278,285,Semi,1,1,Gunung
47,Perempuan,47374,Magister,0,Renang,2927,Perkotaan,164,254,Gugur,1,0,Pantai
56,Laki-Laki,95257,SMA/Setingkat,8,Ski,1733,Pedesaan,46,115,Gugur,0,1,Gunung
44,Non-Biner,66915,Sarjana,4,Berjemur,4770,Pinggiran Kota,201,242,Gugur,0,0,Pantai
53,Perempuan,104472,Magister,3,Renang,4716,Pinggiran Kota,177,153,Panas,1,0,Pantai
46,Perempuan,113317,Sarjana,1,Renang,3679,Perkotaan,132,135,Gugur,1,1,Pantai
55,Non-Biner,44315,Doktor,3,Mendaki Gunung,1025,Perkotaan,79,133,Dingin,1,0,Gunung
50,Non-Biner,90521,Sarjana,4,Renang,3005,Pedesaan,21,134,Gugur,0,0,Pantai
54,Laki-Laki,109403,SMA/Setingkat,0,Mendaki Gunung,2097,Pinggiran Kota,184,259,Panas,1,0,Gunung
44,Non-Biner,83962,Sarjana,6,Mendaki Gunung,858,Perkotaan,172,179,Panas,0,1,Gunung
50,Perempuan,80915,Sarjana,3,Mendaki Gunung,2805,Pinggiran Kota,47,204,Dingin,0,1,Gunung
21,Laki-Laki,92028,Doktor,8,Renang,3445,Perkotaan,148,74,Dingin,1,1,Pantai
39,Non-Biner,83605,Doktor,6,Berjemur,3888,Pedesaan,20,20,Semi,0,1,Pantai
19,Laki-Laki,51371,SMA/Setingkat,4,Berjemur,4823,Perkotaan,275,85,Semi,0,0,Pantai
27,Perempuan,54956,Magister,5,Ski,4052,Pedesaan,119,82,Semi,0,0,Pantai
22,Perempuan,114715,SMA/Setingkat,1,Berjemur,1839,Perkotaan,91,37,Panas,1,1,Pantai
27,Perempuan,97851,Sarjana,8,Berjemur,525,Perkotaan,187,270,Panas,1,0,Pantai
50,Perempuan,31268,SMA/Setingkat,0,Ski,3049,Pinggiran Kota,152,106,Gugur,0,0,Pantai
55,Laki-Laki,86733,Magister,7,Ski,1703,Pinggiran Kota,42,149,Gugur,0,1,Gunung
30,Laki-Laki,29005,Doktor,7,Renang,2344,Pinggiran Kota,218,210,Semi,0,0,Pantai
48,Perempuan,75705,Doktor,0,Mendaki Gunung,3062,Pedesaan,183,28,Panas,0,1,Pantai
64,Laki-Laki,52963,Sarjana,2,Mendaki Gunung,629,Perkotaan,235,37,Dingin,0,0,Pantai
53,Perempuan,92263,SMA/Setingkat,4,Mendaki Gunung,3419,Perkotaan,74,59,Gugur,1,1,Pantai
62,Perempuan,114297,SMA/Setingkat,4,Renang,2158,Perkotaan,52,271,Dingin,0,1,Pantai
41,Non-Biner,61599,Doktor,5,Renang,529,Perkotaan,66,52,Panas,1,1,Pantai
69,Laki-Laki,61355,Doktor,1,Ski,4630,Pinggiran Kota,53,160,Gugur,0,1,Gunung
32,Non-Biner,29676,SMA/Setingkat,7,Berjemur,1224,Perkotaan,45,246,Panas,0,0,Pantai
46,Perempuan,64500,SMA/Setingkat,1,Ski,3019,Perkotaan,242,131,Dingin,1,1,Pantai
25,Non-Biner,59091,Doktor,4,Berjemur,1833,Perkotaan,180,256,Dingin,1,1,Pantai
22,Perempuan,60868,Doktor,7,Ski,4519,Pinggiran Kota,289,170,Semi,1,1,Pantai
46,Perempuan,53830,SMA/Setingkat,8,Ski,4708,Perkotaan,79,283,Dingin,0,1,Gunung
64,Perempuan,30822,Magister,0,Mendaki Gunung,4017,Pedesaan,189,109,Dingin,0,1,Pantai
21,Laki-Laki,52844,SMA/Setingkat,7,Berjemur,4312,Pedesaan,148,87,Gugur,0,0,Pantai
29,Perempuan,69074,SMA/Setingkat,8,Ski,2604,Perkotaan,107,288,Dingin,1,1,Gunung
62,Perempuan,104780,SMA/Setingkat,9,Renang,4576,Pinggiran Kota,227,129,Panas,1,1,Pantai
19,Laki-Laki,104743,Doktor,4,Mendaki Gunung,4237,Perkotaan,286,171,Semi,0,0,Pantai
44,Laki-Laki,64487,Magister,5,Mendaki Gunung,510,Perkotaan,33,142,Gugur,0,1,Gunung
48,Perempuan,68556,Sarjana,0,Mendaki Gunung,1442,Perkotaan,296,204,Gugur,1,1,Pantai
68,Laki-Laki,88737,Doktor,9,Mendaki Gunung,679,Pedesaan,20,24,Gugur,1,1,Gunung
68,Perempuan,42429,Magister,7,Mendaki Gunung,4333,Perkotaan,57,201,Dingin,1,1,Gunung
53,Non-Biner,68556,Sarjana,8,Mendaki Gunung,4543,Pinggiran Kota,66,223,Gugur,0,0,Gunung
53,Laki-Laki,25648,Sarjana,6,Mendaki Gunung,3396,Pedesaan,57,178,Panas,1,0,Gunung
43,Non-Biner,28741,Magister,0,Berjemur,2325,Perkotaan,215,13,Panas,1,0,Pantai
60,Perempuan,115288,Doktor,2,Berjemur,2952,Perkotaan,163,126,Semi,0,0,Pantai
44,Laki-Laki,31424,SMA/Setingkat,2,Renang,3757,Perkotaan,132,24,Panas,1,0,Pantai
22,Laki-Laki,25981,Magister,0,Berjemur,1491,Perkotaan,140,30,Semi,1,0,Pantai
37,Perempuan,93053,SMA/Setingkat,8,Ski,658,Perkotaan,250,238,Dingin,0,0,Pantai
28,Laki-Laki,74283,Doktor,1,Mendaki Gunung,2200,Pedesaan,14,59,Panas,1,1,Gunung
27,Laki-Laki,44934,Doktor,9,Berjemur,1681,Pedesaan,259,176,Panas,0,0,Pantai
57,Laki-Laki,38415,Doktor,6,Ski,4739,Pinggiran Kota,116,222,Dingin,1,1,Gunung
55,Non-Biner,39975,Sarjana,7,Mendaki Gunung,732,Perkotaan,292,54,Panas,0,1,Pantai
23,Perempuan,101701,Doktor,9,Berjemur,2910,Pinggiran Kota,160,93,Panas,0,1,Pantai
25,Perempuan,39488,Sarjana,5,Mendaki Gunung,4035,Pinggiran Kota,283,9,Panas,0,1,Pantai
40,Perempuan,40911,Sarjana,0,Berjemur,2747,Pedesaan,146,198,Semi,0,1,Pantai
64,Laki-Laki,105344,SMA/Setingkat,4,Berjemur,4516,Pedesaan,25,248,Panas,1,1,Pantai
43,Laki-Laki,81740,Sarjana,7,Berjemur,2173,Pinggiran Kota,131,254,Dingin,1,1,Pantai
63,Laki-Laki,112234,Sarjana,5,Renang,4253,Perkotaan,92,230,Dingin,0,1,Pantai
60,Perempuan,108938,Doktor,0,Berjemur,1302,Perkotaan,281,268,Gugur,0,0,Pantai
29,Non-Biner,93074,Sarjana,5,Renang,2317,Perkotaan,262,240,Semi,0,1,Pantai
43,Perempuan,66378,Doktor,0,Renang,1938,Perkotaan,60,290,Gugur,1,1,Pantai
30,Perempuan,61240,Doktor,2,Berjemur,1049,Pinggiran Kota,171,48,Semi,0,1,Pantai
57,Non-Biner,90158,Sarjana,1,Ski,3190,Perkotaan,187,127,Dingin,0,0,Pantai
35,Laki-Laki,86057,SMA/Setingkat,1,Ski,2783,Pedesaan,65,128,Dingin,0,0,Gunung
42,Laki-Laki,41907,Sarjana,9,Ski,541,Perkotaan,204,77,Gugur,0,0,Pantai
50,Perempuan,75676,SMA/Setingkat,7,Mendaki Gunung,3943,Pedesaan,178,284,Gugur,0,0,Gunung
64,Non-Biner,96897,SMA/Setingkat,6,Mendaki Gunung,2536,Perkotaan,146,92,Panas,0,1,Pantai
57,Perempuan,32500,SMA/Setingkat,3,Berjemur,3491,Pedesaan,114,25,Dingin,1,1,Pantai
60,Perempuan,62808,Magister,4,Mendaki Gunung,3465,Pinggiran Kota,99,76,Panas,1,1,Pantai
29,Non-Biner,25165,Magister,8,Ski,1954,Pedesaan,92,11,Dingin,1,0,Pantai
61,Non-Biner,60814,Sarjana,5,Mendaki Gunung,3996,Pedesaan,186,252,Semi,0,0,Gunung
53,Laki-Laki,75931,Doktor,0,Mendaki Gunung,2977,Pinggiran Kota,97,41,Gugur,1,1,Pantai
65,Perempuan,31495,Sarjana,4,Berjemur,3308,Perkotaan,160,35,Dingin,1,0,Pantai
21,Non-Biner,87712,Doktor,7,Ski,1803,Pedesaan,103,262,Panas,0,0,Gunung
22,Non-Biner,76631,Magister,6,Renang,1462,Pinggiran Kota,148,252,Gugur,1,1,Pantai
54,Non-Biner,61914,Doktor,8,Berjemur,1665,Perkotaan,76,240,Semi,1,1,Pantai
25,Non-Biner,35805,SMA/Setingkat,5,Renang,3936,Pedesaan,66,264,Semi,0,0,Pantai
59,Perempuan,53746,SMA/Setingkat,2,Mendaki Gunung,4351,Pinggiran Kota,128,207,Dingin,1,1,Gunung
66,Perempuan,104743,Sarjana,2,Berjemur,1994,Pinggiran Kota,283,253,Semi,1,1,Pantai
45,Perempuan,49224,SMA/Setingkat,6,Berjemur,1807,Pinggiran Kota,162,196,Semi,1,0,Pantai
48,Non-Biner,82606,SMA/Setingkat,5,Berjemur,4891,Perkotaan,112,150,Semi,0,1,Pantai
26,Laki-Laki,75851,Sarjana,9,Renang,2818,Pedesaan,187,221,Panas,0,1,Pantai
68,Non-Biner,109937,Sarjana,4,Berjemur,2642,Pedesaan,118,59,Gugur,0,1,Pantai
46,Perempuan,68382,Doktor,3,Renang,2931,Pedesaan,284,121,Panas,0,0,Pantai
31,Perempuan,110752,Sarjana,7,Renang,4728,Pedesaan,248,281,Panas,1,1,Pantai
57,Perempuan,48782,Sarjana,5,Ski,4495,Pinggiran Kota,181,10,Panas,0,1,Pantai
58,Laki-Laki,48896,Sarjana,7,Ski,4965,Pedesaan,123,292,Dingin,0,1,Gunung
39,Laki-Laki,35552,Magister,9,Renang,3768,Pedesaan,187,297,Gugur,0,0,Pantai
28,Perempuan,62100,Sarjana,7,Ski,2513,Pedesaan,286,270,Semi,1,1,Pantai
40,Non-Biner,79809,Sarjana,9,Renang,3786,Pedesaan,265,292,Gugur,1,0,Pantai
18,Perempuan,20387,Doktor,7,Ski,2870,Pedesaan,167,21,Dingin,1,1,Pantai
63,Perempuan,22896,Doktor,9,Ski,2733,Pinggiran Kota,259,173,Gugur,0,1,Pantai
54,Laki-Laki,60321,Sarjana,5,Ski,4629,Pedesaan,245,74,Gugur,1,1,Pantai
38,Laki-Laki,63430,Sarjana,7,Renang,1274,Perkotaan,152,283,Semi,0,1,Pantai
43,Laki-Laki,105246,SMA/Setingkat,8,Berjemur,2806,Perkotaan,220,255,Panas,0,0,Pantai
63,Laki-Laki,85272,Magister,4,Ski,3156,Pinggiran Kota,157,218,Dingin,0,0,Gunung
53,Perempuan,45525,SMA/Setingkat,1,Ski,1274,Pinggiran Kota,222,120,Gugur,1,1,Pantai
40,Non-Biner,54089,Doktor,7,Mendaki Gunung,502,Perkotaan,127,120,Panas,0,1,Pantai
18,Perempuan,29772,Magister,2,Berjemur,2013,Pedesaan,275,15,Gugur,1,1,Pantai
68,Perempuan,107652,Sarjana,4,Ski,4712,Perkotaan,139,60,Panas,1,1,Pantai
57,Non-Biner,32697,SMA/Setingkat,3,Mendaki Gunung,2329,Pedesaan,65,80,Semi,0,1,Gunung
32,Perempuan,22842,Magister,8,Mendaki Gunung,877,Perkotaan,253,155,Semi,0,1,Pantai
